1,1,38.9500008
2,2,49.1199989
3,3,35.2599983
4,4,26.3199997
5,5,44.4700012
6,6,49.5200005
7,7,39.5699997
8,8,52
9,9,40.1899986
10,10,49.9099998
11,11,53.3699989
12,12,77.6900024
13,13,68.7399979
14,14,48.1100006
15,15,51.6399994
16,16,51.9500008
17,17,49.8600006
18,18,63.1300011
19,19,54.1800003
20,20,69.0699997
21,21,61.8300018
22,22,59.7900009
23,23,53.1899986
24,24,55.6199989
25,25,44.9199982
26,26,49.6599998
27,27,47.4500008
28,28,45.8199997
29,29,40.5299988
30,30,47.1699982
31,31,31.7399998
32,32,33.0699997
33,33,44.4199982
34,34,47.7200012
35,35,47.3300018
36,36,37.4500008
37,37,34.2400017
38,38,41.0200005
39,39,53.3800011
40,40,37.9300003
41,41,43.8699989
42,42,62.9900017
43,43,60.5900002
44,44,64.4000015
45,45,55.9099998
46,46,72.3600006
47,47,49.2999992
48,48,50.4399986
49,49,60.2599983
50,50,48.9500008
51,51,34.8300018
52,52,60.1800003
53,53,48.9700012
54,54,53.2799988
55,55,42.5099983
56,56,58.8600006
57,57,42.5200005
58,58,39.6500015
59,59,36.1899986
60,60,28.2900009
61,61,6.63000011
62,62,43.6800003
63,63,34.6699982
64,64,30.2999992
65,65,19.9200001
66,66,22.2700005
67,67,32.9799995
68,68,49.3100014
69,69,45.4700012
70,70,24.7999992
71,71,35.7299995
72,72,41.2599983
73,73,44.8800011
74,74,54.75
75,75,45.2000008
76,76,33.6199989
77,77,33.8499985
78,78,34.4399986
79,79,34.5800018
80,80,39.8899994
81,81,28.7999992
82,82,37.2400017
83,83,37.3100014
84,84,33.4099998
85,85,26.5300007
86,86,29.1399994
87,87,30.5699997
88,88,32.1199989
89,89,44.9700012
90,90,41.6100006
91,91,37.2700005
92,92,43.7999992
93,93,31.7399998
94,94,37.0299988
95,95,32.6199989
96,96,37.9500008
97,97,25.0300007
98,98,37.2200012
99,99,30.9300003
100,100,40.8400002
101,101,46.8600006
102,102,45.5800018
103,103,55.25
104,104,42.3100014
105,105,50.5900002
106,106,37.0999985
107,107,38.2000008
108,108,39.9599991
109,109,47.3600006
110,110,48.0999985
111,111,70.4000015
112,112,49.6800003
113,113,56.4599991
114,114,55.2700005
115,115,61.7000008
116,116,72.3000031
117,117,48.5200005
118,118,42.5400009
119,119,53.3400002
120,120,80.9599991
121,121,44.3600006
122,122,48.3600006
123,123,64.4899979
124,124,66.3399963
125,125,54.5800018
126,126,53.0699997
127,127,50.9099998
128,128,48.8100014
129,129,55.5400009
130,130,53.7599983
131,131,43.4300003
132,132,65.0400009
133,133,53.4099998
134,134,58.6699982
135,135,57.6500015
136,136,41.9000015
137,137,45.7200012
138,138,53.1599998
139,139,52.9000015
140,140,49.25
141,141,39.6199989
142,142,45.25
143,143,41.3100014
144,144,56.4199982
145,145,60.6899986
146,146,57.1800003
147,147,56.5
148,148,10.6300001
149,149,55.7599983
150,150,34.3499985
151,151,40.3400002
152,152,50.2099991
153,153,28.3099995
154,154,30.4200001
155,155,29.1100006
156,156,42.4500008
157,157,38.2999992
158,158,39.2099991
159,159,41.5800018
160,160,53.7599983
161,161,45.2999992
162,162,41.3300018
163,163,48.0299988
164,164,66.4199982
165,165,48.0400009
166,166,53.3800011
167,167,54.9099998
168,168,42.3199997
169,169,49.7599983
170,170,36.1699982
171,171,45.6399994
172,172,36.3899994
173,173,39.2999992
174,174,33.3100014
175,175,26.8500004
176,176,40.3699989
177,177,6.78000021
178,178,35.4599991
179,179,32.8699989
180,180,33.9399986
181,181,34.7400017
182,182,29.9300003
183,183,41.7000008
184,184,34.6800003
185,185,40.3100014
186,186,38.0999985
187,187,33.3400002
188,188,40.2099991
189,189,71.9700012
190,190,67.8099976
191,191,59.6100006
192,192,42.0900002
193,193,53.5499992
194,194,53.9199982
195,195,48.2099991
196,196,59.4599991
197,197,39.4900017
198,198,46.6699982
199,199,56.9799995
200,200,40.4799995
201,201,63.9500008
202,202,59.0499992
203,203,21.1599998
204,204,34.1300011
205,205,49.3699989
206,206,37.0200005
207,207,35.2400017
208,208,28.2800007
209,209,24.1599998
210,210,32.1500015
211,211,39.8400002
212,212,49.1500015
213,213,34.3199997
214,214,38.5900002
215,215,47.4199982
216,216,55.6300011
217,217,56.8800011
218,218,46.4000015
219,219,63.8699989
220,220,44.5200005
221,221,54.7200012
222,222,55.5099983
223,223,36.5900002
224,224,43.4300003
225,225,42.0099983
226,226,60.9799995
227,227,48.2299995
228,228,40.75
229,229,54.3499985
230,230,36.4300003
231,231,55.9500008
232,232,47.0600014
233,233,37.9399986
234,234,41.4000015
235,235,31.3400002
236,236,38.6100006
237,237,30.8099995
238,238,37.1699982
239,239,37.0900002
240,240,31.6599998
241,241,37.9900017
242,242,32.2400017
243,243,35.0699997
244,244,35.1899986
245,245,24.6100006
246,246,25.9300003
247,247,31.8899994
248,248,33.0499992
249,249,41.5099983
250,250,45.9599991
251,251,52.8400002
252,252,43.2599983
253,253,40.4500008
254,254,41.5299988
255,255,42.7900009
256,256,40.3800011
257,257,39.0900002
258,258,39.4700012
259,259,26.6599998
260,260,30.4899998
261,261,27.2399998
262,262,30.1399994
263,263,40.2900009
264,264,26.1299992
265,265,30.6499996
266,266,31.3400002
267,267,34.7299995
268,268,40.6300011
269,269,26.1399994
270,270,31.1299992
271,271,23.9899998
272,272,24.2700005
273,273,25.1100006
274,274,23.25
275,275,27.9899998
276,276,30.8899994
277,277,29.2800007
278,278,28.3099995
279,279,24.1100006
280,280,21.6000004
281,281,29.7600002
282,282,31.6100006
283,283,29.6399994
284,284,44.4799995
285,285,49.4500008
286,286,48.9700012
287,287,39.8300018
288,288,30.7299995
289,289,29.6700001
290,290,46.0200005
291,291,43.6199989
292,292,44.4099998
293,293,37.9599991
294,294,35.0999985
295,295,36.0600014
296,296,34.7000008
297,297,35.3100014
298,298,36.3699989
299,299,9.18000031
300,300,45.0699997
301,301,41.3199997
302,302,40.2900009
303,303,35.1100006
304,304,33.0800018
305,305,42.7000008
306,306,37.8699989
307,307,42.3100014
308,308,42.0600014
309,309,43.1599998
310,310,49.8899994
311,311,56.3800011
312,312,40.1800003
313,313,44.4599991
314,314,41.7900009
315,315,33.0099983
316,316,36.5
317,317,32.8699989
318,318,35.6699982
319,319,42.6300011
320,320,33.2200012
321,321,39.9399986
322,322,32.9599991
323,323,37.4199982
324,324,32.2299995
325,325,27.8700008
326,326,27.3400002
327,327,27.7800007
328,328,28.9500008
329,329,26.9899998
330,330,18.2600002
331,331,41.8300018
332,332,37.0200005
333,333,45.3499985
334,334,35.3400002
335,335,23.7800007
336,336,27.3400002
337,337,28.2900009
338,338,29.5
339,339,25.7999992
340,340,19.9799995
341,341,25.2199993
342,342,32.8699989
343,343,35.1899986
344,344,48.7000008
345,345,52.1199989
346,346,54.4099998
347,347,46.0900002
348,348,32.7000008
