9,1346,1
4,1672,2
6,2529,3
8,3063,4
9,3127,5
11,3139,6
14,2731,7
9,3001,8
9,3043,9
11,3161,10
11,3384,11
13,3698,12
14,3953,13
14,4866,14
15,5102,15
18,5999,16
19,6346,17
19,6331,18
17,6311,19
17,8202,20
19,7613,21
21,8654,22
25,9142,23
31,10834,24
34,11046,25
38,11315,26
45,12656,27
60,14207,28
86,18754,29
131,21251,30
140,21126,31
138,18257,32
116,22492,33
139,22591,34
156,24940,35
183,27236,36
266,30261,37
335,35124,38
412,41458,39
497,46170,40
570,50225,41
696,56297,42
892,72504,43
1200,83588,44
1410,86736,45
1610,94912,46
1810,104241,47
2200,116276,48
2590,127468,49
2860,137612,50
3230,149834,51
3750,172445,52
4240,198186,53
5340,221866,54
6880,241974,55
7190,258662,56
7500,269291,57
8270,265493,58
9530,262152,59
10990,274108,60
12670,292350,61
14430,288647,62
16300,291977,63
18130,310155,64
21070,325517,65
22860,337119,66
26210,341279,67
29070,354936,68
34360,364796,69
40180,349545,70
45940,394930,71
50050,405535,72
51250,403508,73
54200,389348,74
58600,387112,75
62700,383220,76
69010,373816,77
64790,344396,78
64520,301542,79
62710,256207,80
64050,219839,81
71940,225347,82
75940,240615,83
78500,269465,84
81660,291067,85
83330,307401,86
85090,316303,87
85900,319876,88
81190,315889,89
89100,316500,90
96500,329000,91
91100,329373,92
91400,355766,93
